custnum,saledate,Equipsales
130501,2017-08-01,91072.35
254791,2017-02-01,137816.5
159834,2017-12-01,239816.44
254490,2016-06-01,99412.5
170518,2016-03-01,173346.82
155019,2017-03-01,80206
167219,2015-02-01,162579
150973,2016-12-01,78939
120299,2015-08-01,86594
130682,2016-12-01,295266
122908,2018-09-01,324348.25
147624,2018-11-01,2276055
120715,2015-03-01,85697
148075,2016-06-01,83079.37
148239,2018-03-01,149239
169632,2016-06-01,91532
172891,2018-12-01,231339.04
143449,2018-07-01,89689.8
221774,2017-07-01,231342.47
254688,2018-11-01,309684.08
175684,2019-01-01,94141
244036,2018-02-01,129206
255962,2015-10-01,713422.03
255962,2015-01-01,618063
233839,2017-04-01,192981
251553,2017-08-01,107680.75
170125,2016-11-01,78836
183267,2018-02-01,90102.84
100056,2019-01-01,154044
255962,2016-08-01,455443.49
159834,2017-09-01,253411
243759,2019-01-01,168246
255314,2017-07-01,90015.56
154785,2018-05-01,233571
146351,2016-11-01,153594
133176,2018-06-01,840826.09
247453,2016-07-01,147663
122908,2015-05-01,268465
223662,2017-04-01,91173.6
237839,2017-08-01,102794.58
142752,2018-08-01,104809.1
134131,2016-05-01,86112
255170,2017-04-01,307513
146831,2015-02-01,79895
120310,2017-05-01,575709
256375,2017-07-01,108479
155581,2015-07-01,114029.67
172419,2018-04-01,205905
244126,2017-06-01,88718.4
139982,2017-06-01,118807
165393,2017-10-01,87350
144782,2017-05-01,245314.7
131111,2015-07-01,90842
226640,2017-06-01,147977.84
102795,2018-07-01,257570.73
170942,2015-07-01,158511
124886,2018-03-01,85892.05
223781,2016-07-01,2813509
155232,2018-04-01,115392.9
152138,2017-11-01,122024
172891,2018-09-01,240404.18
240085,2016-07-01,104069
159834,2015-07-01,296256.68
122676,2017-08-01,122211
236265,2017-06-01,107027
140061,2017-07-01,91195
140785,2018-02-01,78662
142622,2016-07-01,196033
156848,2016-05-01,76614.5
155182,2018-11-01,149086
223255,2018-12-01,276525
167219,2017-01-01,429408
167219,2017-10-01,287768
248606,2017-04-01,199710
171973,2016-06-01,75681
122676,2015-10-01,274717
155124,2015-05-01,126637
167896,2018-12-01,87317
183818,2018-10-01,131306
159936,2016-02-01,145599.24
255170,2018-05-01,222119
165803,2016-12-01,798333.85
106606,2016-07-01,80034
256519,2016-02-01,1190644.28
146976,2017-05-01,87034.06
127733,2018-12-01,243777.5
179579,2017-10-01,158072
127733,2017-08-01,375470
166329,2018-05-01,76364.61
159602,2015-06-01,1167977.25
244036,2016-10-01,77225
132544,2016-08-01,139161
124919,2015-09-01,95352
100056,2017-06-01,152217.25
128074,2016-06-01,167671
107590,2015-08-01,96461.05
122908,2018-02-01,518518.59
155006,2016-07-01,423174.4
254224,2015-09-01,107227
146831,2017-01-01,76414
146831,2017-10-01,118775
600680,2018-01-01,100769.38
600680,2018-10-01,146388.84
256259,2016-11-01,636149.16
254010,2017-11-01,230663
256375,2018-06-01,84830
233839,2016-11-01,241725
137859,2016-06-01,100191.5
171837,2017-11-01,87198.33
145126,2018-10-01,77112
145126,2018-01-01,76114
151142,2017-08-01,152038.18
249972,2017-04-01,146488
168439,2017-12-01,103217
133357,2016-10-01,145726
133357,2016-01-01,185940.64
243733,2017-01-01,205732
243733,2017-10-01,200618
130682,2018-03-01,406470
224408,2015-01-01,410404.61
224408,2015-10-01,142562
155946,2015-10-01,105674
155866,2016-07-01,531892.55
182243,2017-11-01,122334.54
224408,2016-07-01,479425
255170,2015-09-01,127607
159834,2016-05-01,156704.8
102795,2017-03-01,94090
109798,2017-06-01,119278
244191,2017-12-01,110098
155182,2017-09-01,229497.64
175451,2017-07-01,94833
223662,2018-10-01,77047
182580,2017-10-01,82569
243546,2017-11-01,96958.3
155848,2015-08-01,4914051
174850,2018-10-01,208888
174850,2018-01-01,83594
179594,2018-09-01,121946
170988,2015-06-01,357242
144782,2016-12-01,94907.8
152213,2018-10-01,449832.58
100056,2018-03-01,106122
169476,2019-01-01,82494.82
226640,2015-07-01,149765
223137,2015-01-01,1244705
223137,2015-10-01,1377165
179593,2017-08-01,84961.2
171935,2016-03-01,478960
107590,2016-05-01,89497.62
169062,2017-10-01,80346
229799,2017-04-01,98768.58
160852,2018-07-01,126719.52
171973,2016-08-01,96051.5
180130,2018-02-01,3030579.59
251382,2015-08-01,107969
139989,2015-05-01,101887.61
182381,2018-10-01,183150.4
182381,2018-01-01,120790.6
229799,2018-07-01,166309.68
123436,2016-07-01,148469
142622,2016-08-01,487979
155667,2015-02-01,101612
133357,2017-12-01,109721
161811,2015-02-01,101173.94
180130,2017-07-01,5280168.96
244131,2016-06-01,122451.5
152663,2016-12-01,177814
400400,2017-11-01,7222401.73
152213,2017-05-01,353087.94
100253,2016-06-01,96638
155232,2018-09-01,207416.95
141966,2016-01-01,195235
141966,2016-10-01,367742
100803,2015-08-01,214464.9
255051,2017-08-01,104767
244191,2018-11-01,85350
126894,2016-07-01,91253
152213,2015-07-01,157261.92
130682,2018-02-01,80894
128874,2016-02-01,377957
234236,2016-02-01,219884.67
167024,2016-07-01,100996
248018,2016-06-01,329692
250961,2016-04-01,130164.56
138862,2017-03-01,110144.76
139260,2018-05-01,86584.78
182158,2019-02-01,94763
146831,2015-12-01,144856
183872,2018-04-01,319392.57
173099,2016-04-01,151751.8
225850,2015-04-01,125596
159936,2019-02-01,441968.13
152663,2016-08-01,526459
242414,2016-05-01,87243.9
248018,2015-03-01,92198
126638,2015-06-01,894703
256519,2015-04-01,628185.9
109874,2017-05-01,207852.21
107715,2016-06-01,90292
144527,2018-05-01,510488.74
142622,2015-12-01,179748
220379,2015-09-01,88155
162132,2015-09-01,182609
121437,2017-08-01,81385
256462,2017-05-01,103672
155581,2016-05-01,133196.25
127441,2017-05-01,148571.92
179593,2018-09-01,109166
109874,2017-01-01,147758
109874,2017-10-01,87942.98
186076,2018-08-01,90305
243220,2018-09-01,75414.88
152138,2016-06-01,109625
122874,2019-01-01,171246.9
254010,2016-08-01,147722
223255,2017-06-01,164759
175291,2017-03-01,171173
227840,2015-02-01,121172
168732,2017-11-01,80684.41
223662,2016-02-01,81635.4
102865,2016-01-01,168380.74
252526,2017-03-01,236519
165408,2016-10-01,83510
146831,2015-09-01,216269
140421,2015-06-01,96931
167219,2016-06-01,548597.77
100803,2018-10-01,472334.97
100803,2018-01-01,227964.38
124919,2018-12-01,77123.5
133357,2018-05-01,153636
140785,2017-09-01,109359
109359,2016-06-01,86795
234122,2016-05-01,173838
132544,2015-05-01,174030
129725,2017-01-01,75253
172534,2016-12-01,128218.91
244191,2016-05-01,89838
243231,2018-05-01,100335.5
243231,2017-12-01,194727
141574,2016-10-01,111987
148075,2016-05-01,97356.18
129642,2017-07-01,131058
155232,2017-06-01,213303
155946,2016-01-01,111470
155182,2017-04-01,194578
143449,2017-06-01,87088
185763,2018-12-01,85254
155006,2016-06-01,318413.85
223316,2017-10-01,85386
237924,2018-02-01,125908.44
168829,2016-07-01,85148.81
243090,2018-08-01,102435
172891,2016-08-01,140582.45
145072,2015-05-01,91583
168450,2017-06-01,93149.4
241727,2019-01-01,104465
600600,2017-11-01,544596.18
145072,2016-09-01,149333
222063,2016-07-01,188307
155232,2016-12-01,291995
122908,2016-11-01,378729
162132,2016-04-01,132173.4
220379,2016-04-01,97605
129069,2018-10-01,80058
146351,2017-12-01,90699.09
130682,2015-10-01,467618
130682,2015-01-01,2287367
168953,2016-09-01,81412
165803,2017-07-01,1215293.4
100056,2015-07-01,142321
700700,2016-08-01,331998.6
148986,2018-05-01,78752
155124,2016-08-01,174445
151172,2016-05-01,164548
251553,2016-09-01,75001
152663,2018-07-01,421022
245837,2017-04-01,81852.27
147822,2018-12-01,174031
151142,2018-02-01,81087
157390,2015-01-01,131301
243733,2015-02-01,192684
155293,2018-06-01,76105.46
170782,2018-12-01,105163
133176,2016-01-01,497284.03
133176,2016-10-01,839753.03
146773,2017-05-01,136262
154295,2018-02-01,78217
159834,2018-11-01,425655
179593,2017-07-01,101026.32
163654,2015-08-01,86019.03
152663,2015-05-01,186371.61
148218,2017-08-01,100967.5
167711,2018-06-01,123731.99
126730,2017-08-01,222217
235348,2016-11-01,92210.86
122676,2016-09-01,134064.34
141141,2018-08-01,105601
232509,2018-08-01,134671.53
172534,2017-07-01,134092.11
148638,2017-08-01,78689
170123,2018-07-01,102846
256519,2017-01-01,602371.91
256519,2017-10-01,805429.8
233329,2018-08-01,93089
162454,2017-05-01,213488.45
178764,2018-09-01,104003.85
161811,2016-01-01,147753
161811,2016-10-01,155766.51
172443,2018-03-01,142279.76
254688,2015-07-01,228689.46
172534,2015-11-01,85560
163053,2016-05-01,229505.3
155120,2016-08-01,94416
168953,2015-08-01,207628
233839,2018-10-01,155758
223137,2017-07-01,927709
155033,2018-09-01,163543.94
244036,2018-04-01,168096
161122,2015-03-01,420330.55
139257,2018-01-01,93308
256382,2015-09-01,752717
131828,2018-03-01,83027.7
182530,2017-10-01,86652
139077,2015-08-01,95734.06
250549,2017-01-01,178944
250549,2017-10-01,233889
247453,2017-05-01,135834
221990,2017-01-01,76720
220379,2015-10-01,79557
171935,2016-05-01,482862
173086,2016-12-01,120773
145106,2017-06-01,77512
227840,2017-04-01,91854
223740,2016-01-01,175391
223740,2016-10-01,84443
224210,2017-08-01,81387
247625,2017-10-01,91681
226640,2016-03-01,175071
255314,2016-06-01,282093.57
231876,2018-06-01,80699
256519,2018-06-01,1432897.04
107590,2016-04-01,78791.37
155667,2017-05-01,230975
141966,2016-09-01,382678
161122,2015-07-01,505990.72
255962,2018-02-01,714983.88
163053,2017-02-01,124718.98
242414,2018-10-01,154461
242414,2018-01-01,83038
169623,2018-03-01,80110
155667,2018-10-01,105918.24
249972,2016-02-01,85050
155253,2016-08-01,130499
251680,2016-06-01,85006.2
146773,2017-12-01,131274
100056,2015-08-01,118917.8
120310,2015-07-01,842798
124886,2016-04-01,180528
175547,2018-02-01,85099.38
151287,2015-08-01,219754.41
155581,2018-06-01,193135
224408,2016-09-01,175670
242966,2018-06-01,99122
240896,2015-09-01,367914
240203,2017-10-01,80700
120310,2017-11-01,511476.4
124932,2015-12-01,176254.33
231820,2015-09-01,134024
234236,2015-10-01,305357.15
234236,2015-01-01,679510.89
145072,2015-09-01,168263
144527,2018-11-01,275132.94
254702,2016-12-01,125044
109399,2017-03-01,79572
155232,2017-03-01,83684
184631,2018-09-01,181838
223740,2017-07-01,137189
243231,2018-08-01,101109
240896,2015-03-01,614729
244036,2017-07-01,117827
165393,2018-07-01,101832
155006,2015-11-01,411476
150973,2017-05-01,82464
142001,2015-04-01,81003
144527,2016-05-01,371946.73
135603,2017-08-01,75304
179977,2018-07-01,146183
165909,2018-11-01,76726
138862,2016-07-01,219136.89
169571,2016-10-01,144198
152351,2016-06-01,263039
237924,2016-08-01,83518
254791,2016-12-01,133734.3
178038,2018-08-01,128987
150397,2017-06-01,82952
227738,2017-09-01,130644.28
130317,2018-07-01,146529.03
176633,2018-06-01,87199
149743,2015-05-01,96401.7
249972,2017-12-01,111345
120299,2017-05-01,94084
107963,2015-11-01,84022
255237,2015-06-01,139287
250961,2018-07-01,170270.44
242414,2018-11-01,100259
144782,2015-08-01,163295
123887,2017-09-01,121817
144527,2015-07-01,259271
223137,2017-12-01,860340
170518,2018-02-01,269317
120715,2016-12-01,86808
168153,2018-08-01,153450
156300,2015-07-01,131762
244770,2017-01-01,78729
155120,2015-03-01,86314
130317,2017-05-01,97102.96
150473,2018-12-01,147893.8
235348,2017-03-01,93900
126730,2018-05-01,211784
172419,2018-11-01,89359.88
109002,2016-03-01,176099
254628,2016-05-01,121341
153503,2017-05-01,88046
159834,2018-03-01,175725
244635,2015-07-01,85428.73
169264,2018-08-01,129871.94
242458,2017-06-01,141264.88
171935,2017-02-01,328933
139077,2018-09-01,127333
224525,2015-03-01,153744
182380,2018-05-01,152215
245727,2018-08-01,114369
240125,2015-04-01,151023
233142,2018-06-01,79724.41
127733,2018-05-01,244607
171265,2018-07-01,102395
243427,2018-08-01,104941.8
132737,2017-04-01,88621
161122,2018-11-01,396777
155232,2019-01-01,133051.07
131088,2016-07-01,94917
241670,2017-12-01,77991
155019,2016-02-01,142936
243759,2018-05-01,205046
102795,2015-12-01,110839.84
133357,2017-07-01,121503
254010,2017-04-01,145123
138103,2017-12-01,94409
169139,2016-10-01,295026
169139,2016-01-01,228496
109798,2017-07-01,124848
151287,2016-12-01,198169.6
241035,2018-12-01,97273.05
180733,2017-10-01,100611
165408,2016-08-01,124481
154785,2017-10-01,152691
106036,2016-02-01,85236
109969,2018-08-01,126016.07
244191,2015-03-01,90070
182491,2017-10-01,105925
166322,2015-09-01,88611.91
167711,2018-03-01,209861
138103,2017-01-01,90824.62
167629,2017-06-01,150320.97
175451,2016-08-01,83984
247625,2017-09-01,79221
254791,2016-04-01,152993
243733,2018-06-01,225532
600600,2018-07-01,1075502.83
170518,2018-08-01,497035.4
243546,2017-07-01,140248
100803,2019-01-01,323724.81
223740,2017-03-01,230022
122908,2015-11-01,102428
244036,2016-09-01,88456
600680,2018-09-01,271658.14
167708,2015-03-01,153566.97
153520,2016-04-01,230000
154785,2018-07-01,233195
600600,2016-03-01,623247.55
123368,2016-07-01,146197
244264,2017-04-01,105672.64
245775,2018-07-01,83329.46
137859,2015-03-01,176981
140061,2017-06-01,110337
127733,2016-12-01,622621
155667,2015-12-01,98029
175573,2017-05-01,77561
221990,2017-03-01,111819.6
166322,2018-06-01,100010.8
139989,2018-04-01,108417
234236,2015-09-01,137376.72
102795,2016-07-01,86288
169623,2018-05-01,114329
124919,2018-08-01,77265.92
151172,2018-09-01,98409
244268,2018-01-01,236625
169139,2015-12-01,269586
135083,2018-08-01,114811.72
250961,2018-03-01,121042
245100,2018-10-01,141130.08
235185,2017-10-01,145086.92
235185,2017-01-01,84358.12
135841,2016-02-01,129199.66
172891,2017-07-01,220557.58
145227,2018-06-01,80596.25
226640,2018-06-01,149024
235348,2018-12-01,104297
241126,2015-04-01,91543
170782,2018-08-01,147392.2
156590,2015-12-01,160313
133176,2017-08-01,1512530.79
146831,2016-07-01,164175
171456,2015-06-01,136032
221990,2017-07-01,128712.72
137859,2015-07-01,302101
152213,2017-03-01,240703.03
123477,2015-06-01,104778.74
247158,2017-06-01,153864
142705,2017-05-01,232818.57
109359,2015-06-01,75797
256259,2016-05-01,236269.74
162708,2017-07-01,96444
184487,2018-11-01,81776.62
130317,2017-08-01,118435.03
149821,2017-01-01,79421.38
155581,2016-10-01,80861
243546,2016-01-01,127823.8
159602,2018-05-01,1710533
173072,2016-10-01,93886.95
100056,2016-07-01,143516
108870,2016-06-01,388435
171837,2017-06-01,294300.65
126730,2016-09-01,96501
250961,2015-10-01,150973
250961,2015-01-01,99239
122338,2018-06-01,134750
108222,2018-06-01,102983
171837,2015-04-01,164559
174759,2019-01-01,77407
173072,2016-09-01,80557.49
234122,2017-04-01,103679
241449,2015-08-01,143736
139989,2016-08-01,111043.24
105642,2016-02-01,84007.36
900900,2015-08-01,486765
126730,2016-10-01,156817
126730,2016-01-01,91219
400400,2019-02-01,5928796.42
132565,2016-08-01,77318.39
142622,2016-06-01,603866
159602,2018-03-01,1368500
155006,2017-03-01,297084.35
163053,2015-07-01,199104.28
125859,2017-08-01,77552
223781,2019-01-01,1709688
182158,2019-01-01,127056.2
148507,2018-06-01,138776.71
256127,2018-03-01,79945
250961,2015-09-01,130124
256375,2018-12-01,97876
237217,2016-10-01,184870.39
237217,2016-01-01,160206.75
182381,2017-12-01,133714
142705,2018-07-01,536219
180392,2017-05-01,534136
147624,2017-12-01,1333255.4
107246,2016-09-01,347705.26
147624,2017-08-01,1570462.95
232509,2018-06-01,116951.78
400400,2017-01-01,5259621.93
400400,2017-10-01,9789155.24
155019,2018-06-01,98702
170518,2016-05-01,235897.65
141574,2016-09-01,150889
147624,2017-02-01,318444
124919,2016-07-01,78127.11
128874,2017-08-01,270716
147470,2018-06-01,192512
165393,2016-06-01,111092
242933,2017-09-01,112739
161607,2016-06-01,166190
132544,2016-01-01,102270
132544,2016-10-01,111513.19
700700,2018-08-01,294381.5
256382,2016-12-01,860202
220379,2018-08-01,128663
233142,2018-08-01,105245.09
184785,2018-10-01,145069
244126,2017-07-01,100370
600680,2017-12-01,80512.88
129725,2018-12-01,80145
180733,2018-06-01,186094.67
400400,2015-04-01,9888768.37
123822,2018-09-01,89232
165408,2016-09-01,99301
135841,2019-01-01,76211.85
221774,2018-02-01,109480.65
141574,2015-05-01,86324
220110,2018-09-01,131903
126894,2017-06-01,152138.06
135603,2017-06-01,80115
120715,2015-10-01,249915.8
244191,2017-08-01,113090
167219,2018-07-01,175322
243733,2018-07-01,204004
223662,2015-06-01,151188.52
152351,2016-08-01,248205
152138,2018-06-01,175971
142271,2015-09-01,102939
165393,2017-03-01,96335
175547,2016-06-01,109306.95
137646,2015-06-01,92548
400400,2017-06-01,18067855.98
255237,2016-05-01,120638
244036,2018-12-01,184099.72
151172,2018-06-01,79835
146351,2016-02-01,157163
243733,2015-12-01,216198
227142,2017-02-01,265314
146831,2018-08-01,105346
254010,2016-05-01,317293
156694,2017-12-01,108033
500500,2018-02-01,100553
137859,2017-02-01,90143
180610,2017-05-01,83356
144306,2017-11-01,82885.17
172719,2015-09-01,152270
255170,2017-09-01,131579
248018,2018-07-01,343220
153520,2016-05-01,208097
122908,2018-03-01,241831
500500,2016-08-01,130737
144782,2018-04-01,119350
151287,2017-10-01,504709.91
151287,2017-01-01,761257.55
155182,2016-11-01,248902
248018,2015-04-01,84257
500500,2016-12-01,91688
233142,2018-07-01,133213.6
171736,2017-09-01,137802
148507,2017-05-01,117700.81
142752,2018-06-01,142598.2
184631,2018-10-01,121586
254424,2015-12-01,384060
172891,2018-02-01,180146.64
128874,2018-11-01,118121
139989,2016-03-01,98932
152213,2015-02-01,105107.6
184487,2018-05-01,121372
230559,2015-04-01,124332
126638,2015-02-01,111943
139257,2017-11-01,175037
223137,2016-10-01,1447887
223137,2016-01-01,1019621
105642,2015-11-01,394895.8
156300,2015-06-01,119917
243231,2015-10-01,321751
243231,2015-01-01,186010
172241,2017-07-01,83192
106036,2016-07-01,117323
153914,2018-10-01,103077
160304,2015-11-01,82143
159602,2018-11-01,879361
156300,2016-09-01,86862
248606,2016-11-01,367945
124886,2015-07-01,79268.52
133357,2016-09-01,170810
169264,2018-09-01,89941
254010,2017-02-01,159510
172443,2018-07-01,254971
171265,2018-10-01,449568
172419,2018-05-01,142132
234236,2018-07-01,685165.92
172241,2015-11-01,84605.87
106779,2015-07-01,131945
168439,2018-10-01,75611
168439,2018-01-01,328204
144527,2015-10-01,252165
144527,2015-01-01,143124.22
129365,2016-05-01,84771
133357,2017-08-01,124999
128874,2018-04-01,298645
139077,2015-05-01,92523.73
170518,2016-08-01,292216.13
220379,2016-05-01,113057
245567,2018-07-01,80559.26
235185,2018-06-01,120565.36
171935,2017-04-01,398312
234236,2017-04-01,374969.12
179809,2018-03-01,100621.3
131629,2018-07-01,89634
123368,2017-10-01,97752
123368,2017-01-01,81421
227861,2018-08-01,137544
159602,2018-10-01,2171888
159602,2018-01-01,628997
180130,2018-11-01,2135248.69
162454,2017-09-01,223267.03
155006,2018-12-01,143665.78
181265,2017-11-01,140173.5
127733,2015-06-01,173820
254010,2018-02-01,199462
131111,2018-03-01,95059
256382,2016-09-01,679773
106606,2018-07-01,85714
223255,2018-04-01,146703.2
900900,2017-05-01,621091
226640,2017-11-01,212690.44
256519,2018-02-01,378629.48
231820,2015-10-01,117678
224525,2016-06-01,231286
244264,2018-05-01,186937.5
244770,2018-05-01,175968
183155,2018-08-01,413157.5
126730,2018-11-01,382938
241670,2015-03-01,94292
147624,2015-03-01,2672295
149743,2016-08-01,298036.3
247118,2018-08-01,114166
700700,2016-05-01,212114.37
134436,2015-04-01,103477
120310,2018-01-01,371605
120310,2018-10-01,706844.96
242966,2018-12-01,77015
255962,2016-04-01,598978.02
155033,2018-02-01,147719.75
900900,2015-12-01,479222
168153,2017-04-01,97394.6
126894,2015-07-01,132895
150973,2017-01-01,78686
150973,2017-10-01,135133.8
129365,2015-03-01,77422
107246,2016-12-01,472426.35
183764,2018-04-01,145014
150473,2018-07-01,263733.4
243220,2015-04-01,149608
231820,2015-12-01,81347
231820,2017-03-01,136844
152663,2018-12-01,653123.76
159936,2017-11-01,229502.98
161811,2018-09-01,201926
128874,2016-08-01,449569
122912,2015-07-01,83700
122908,2016-08-01,178503
146111,2016-03-01,79009
176320,2018-11-01,122820
138103,2015-10-01,77443
109798,2017-08-01,107373
169476,2017-03-01,86130.97
400400,2015-12-01,5848285.01
237924,2018-05-01,86582
256462,2015-09-01,105152
155667,2018-07-01,213059
158397,2015-05-01,82589.99
139077,2016-08-01,116663
171403,2018-12-01,76995
224408,2018-04-01,157402
222356,2017-12-01,114405
127441,2018-08-01,103414
123368,2015-04-01,75178
155120,2018-06-01,137558
147624,2017-09-01,1392648
155848,2016-12-01,2022478
144527,2016-12-01,298955.61
235185,2015-08-01,127759
250961,2018-06-01,224710.4
169139,2017-03-01,309862
178038,2018-06-01,84902.31
224034,2017-08-01,90641.92
234236,2017-05-01,603394.71
172231,2018-11-01,89211
127733,2018-11-01,1447125
162989,2017-06-01,81334
150973,2015-09-01,121125.7
109969,2015-05-01,137754.6
248606,2018-10-01,175370
248606,2018-01-01,149012
400400,2017-03-01,16770420.51
129642,2015-05-01,80369
236265,2017-11-01,144568
166360,2018-12-01,75371
166395,2018-06-01,116039
166319,2015-10-01,132337
500500,2015-11-01,103848
222356,2015-04-01,170206.06
237217,2017-08-01,127620
144527,2017-02-01,344161.47
148239,2018-06-01,95121
171458,2017-03-01,81709
242966,2018-07-01,156967
125859,2016-10-01,107606
247158,2017-07-01,114979
161811,2017-07-01,208422
170942,2015-06-01,145568.72
242458,2018-09-01,125925.71
128074,2017-10-01,99666
128074,2017-01-01,75186
123887,2016-05-01,77563
141072,2016-06-01,85808
221774,2017-06-01,355353.7
120310,2019-02-01,171000
169139,2016-07-01,268384
182243,2017-10-01,148598
161674,2018-04-01,101509
144002,2017-07-01,76020.8
135841,2018-07-01,202406.4
182380,2017-10-01,192536.14
255170,2017-02-01,176648
144208,2017-07-01,81603.6
131629,2018-09-01,77168
223740,2018-02-01,83351
127441,2016-03-01,156754
245727,2015-04-01,103748.45
222172,2017-05-01,150251
244264,2017-02-01,110745.3
146351,2018-10-01,511107.08
171736,2017-07-01,148386
139257,2017-04-01,84729
137859,2016-05-01,131619.6
254490,2017-12-01,90489
255962,2015-11-01,804752.32
130682,2016-08-01,606367.09
223316,2016-06-01,178859
150473,2016-08-01,194759
244264,2018-08-01,141569.75
122676,2016-10-01,120490
241670,2016-06-01,136365
133176,2015-12-01,379692.98
166322,2016-03-01,233907.92
224408,2018-12-01,125506
155848,2019-01-01,1369258
230581,2018-02-01,255972.3
170518,2015-05-01,133379.65
122676,2017-12-01,102568
176813,2018-03-01,88939
138862,2018-08-01,119191.3
245727,2017-06-01,110329
155182,2015-03-01,151525
255962,2016-12-01,881300.66
242458,2018-12-01,129905.29
182360,2018-06-01,140139.08
166322,2017-05-01,86227.03
132737,2016-11-01,167073.89
254490,2015-06-01,89902
600680,2016-08-01,104674.8
184487,2018-12-01,231597.2
131629,2017-12-01,185938
255170,2016-05-01,148058
255170,2015-06-01,121375
180406,2018-07-01,185679
107246,2015-11-01,154057.79
108870,2016-03-01,252559
256375,2018-08-01,76646
235348,2016-05-01,108240.53
162480,2015-10-01,122183
177821,2018-06-01,80711.01
254224,2018-12-01,90986
171837,2017-03-01,183012.1
142622,2016-03-01,546403
146351,2015-07-01,186920
224210,2017-09-01,84789
167113,2018-10-01,84067
122912,2015-04-01,102226
242458,2017-03-01,159147.07
222356,2015-12-01,138855
180733,2018-03-01,192172
138862,2018-01-01,130373.1
179579,2017-12-01,238285
131111,2017-08-01,96347
170123,2017-10-01,109749
159807,2019-01-01,78304
242421,2018-01-01,85384.4
127733,2018-07-01,117675
235185,2015-09-01,159887
237217,2016-05-01,251208.82
241035,2018-05-01,106203
169632,2017-05-01,88345
146351,2018-05-01,148500
245567,2018-04-01,81546.96
159602,2018-04-01,277344
161607,2017-03-01,168586
173086,2018-04-01,86744
137646,2017-08-01,85486
131111,2018-01-01,80692
250549,2018-07-01,236089
244191,2018-01-01,87890
244191,2018-10-01,80084
223316,2016-12-01,106665
154785,2016-04-01,182723
133357,2017-03-01,165395
152351,2015-05-01,155535.72
256519,2019-02-01,143620.6
166319,2018-03-01,79407.6
144782,2019-01-01,144646
167219,2017-02-01,301960
128074,2015-07-01,100550
169264,2018-11-01,79672
169476,2017-04-01,86638.63
133357,2015-12-01,192955
255237,2016-10-01,138387
155182,2015-04-01,325301
108870,2017-02-01,180657
249972,2017-06-01,208144
243733,2015-10-01,303003
243733,2015-01-01,217598
400400,2015-06-01,16084839.05
251680,2018-07-01,115959.96
136582,2017-09-01,108285
248018,2016-12-01,110534
165909,2017-10-01,88861
123368,2016-05-01,110008
135813,2018-09-01,119116
256519,2016-05-01,1157583.02
145072,2016-01-01,89480
237217,2015-07-01,427347.8
155232,2015-06-01,237633
243231,2017-09-01,88808
144877,2015-03-01,106395.2
225746,2016-05-01,98397
168450,2016-09-01,95013
107590,2016-06-01,195587.49
107963,2017-05-01,81528.68
166650,2016-08-01,77583
243546,2015-11-01,76435.2
155667,2016-12-01,90886
137646,2018-09-01,100324.83
141574,2015-01-01,76422
141574,2015-10-01,135805
147624,2017-10-01,1764257.4
147624,2017-01-01,456906.05
182158,2018-11-01,183218.92
123477,2017-10-01,132574
255962,2018-12-01,203892.29
243427,2018-07-01,137183.66
151172,2018-04-01,75685
224525,2018-10-01,160029
130317,2016-06-01,156239.93
162132,2017-09-01,112600
174465,2018-06-01,77175
223137,2017-02-01,1272048
600600,2015-11-01,424618.93
129365,2015-04-01,83653.5
144002,2017-04-01,90137
223316,2015-08-01,163103.75
146773,2016-09-01,108252
180719,2018-07-01,90818
180406,2017-08-01,99553
141574,2015-06-01,110176
121216,2015-07-01,117766
155182,2017-10-01,162671
155182,2017-01-01,511262
124932,2018-01-01,82306.5
177872,2017-06-01,84841
135841,2017-03-01,89036.1
122676,2016-06-01,136743
163053,2016-10-01,254467.1
141574,2015-11-01,86247
223316,2018-02-01,91560
128712,2015-03-01,112874
133176,2016-03-01,615922.9
184143,2018-07-01,85655
126638,2017-06-01,1059275
132544,2015-11-01,116520
123477,2017-07-01,146481
254791,2016-08-01,174079
254010,2018-03-01,121585
146831,2017-09-01,155767
146111,2016-05-01,78747
126730,2018-07-01,405957
128874,2018-06-01,560480
255237,2016-06-01,137644
240822,2017-10-01,78653
132544,2015-10-01,182058
107590,2015-10-01,98589.9
152351,2016-03-01,118606
227840,2017-08-01,79903
172203,2017-01-01,75112
165408,2016-04-01,89588
227142,2017-01-01,112710
159602,2017-06-01,2034849
168439,2016-03-01,118404
255679,2018-06-01,81092
175451,2018-06-01,152604
138765,2015-06-01,129322.9
256356,2017-03-01,171781
223316,2018-06-01,181766
107963,2015-09-01,131644
165909,2018-12-01,139974
234236,2019-02-01,277744.54
168153,2018-12-01,81821
100056,2019-02-01,92105
223781,2018-02-01,2608406
224525,2015-06-01,224963
161811,2016-05-01,148981.79
227142,2015-12-01,79015
155120,2018-07-01,90210
224210,2015-02-01,92835
169062,2017-03-01,104216
241449,2017-04-01,108052
155848,2019-02-01,645625
165717,2015-03-01,80535
131629,2018-05-01,118500.78
221774,2016-10-01,139953.5
241727,2018-07-01,103887.25
138765,2015-07-01,86238.1
255170,2017-08-01,213177
167113,2018-04-01,82460.75
600600,2017-07-01,962232.73
223740,2017-05-01,168389
224210,2017-02-01,104950
161122,2015-05-01,718551.2
127441,2017-09-01,143929
109002,2015-03-01,158726.68
123368,2017-09-01,161525
