custnum,saledate,Equipsales
256283,2015-07-01,122669
100056,2018-04-01,106926.1
165408,2018-06-01,253974
183155,2018-10-01,182085
171736,2016-08-01,107307.31
150973,2018-05-01,140945.7
178038,2019-01-01,100807
220110,2017-07-01,170122
142705,2017-12-01,184575.18
224210,2016-06-01,114811
161811,2015-04-01,202232.87
169476,2018-08-01,90769
165717,2016-02-01,89152
130317,2017-07-01,131048.91
179594,2018-12-01,145643
123822,2016-07-01,87810
243759,2016-08-01,103664
243546,2018-07-01,173996
152663,2015-08-01,244842
169632,2016-08-01,99085
168153,2019-01-01,75461
155253,2016-11-01,78914
175291,2018-03-01,222554.04
153520,2015-07-01,237704
227738,2016-12-01,86336
244036,2018-07-01,185540.4
168953,2016-03-01,203773
243231,2016-08-01,222847
159602,2017-03-01,1147236.7
142001,2016-08-01,91287
131088,2015-06-01,88847
122874,2018-03-01,85845.21
245837,2016-03-01,102891.4
255962,2015-03-01,1255014
106036,2016-04-01,103098
126730,2015-02-01,164974
250549,2018-03-01,182578
155006,2016-04-01,84176.2
163053,2016-04-01,186706.53
157564,2016-07-01,77526
250549,2016-06-01,185700
136943,2015-07-01,95079.92
102795,2015-05-01,183420
123368,2018-12-01,107525
125859,2017-03-01,88927
223316,2015-05-01,173608
153503,2016-04-01,90058
245727,2015-05-01,173094.49
244264,2019-01-01,100623.5
146773,2017-09-01,102725
108870,2015-07-01,232946.34
255962,2017-09-01,1064400.38
155033,2016-03-01,156375.2
109969,2017-08-01,87698.47
168953,2016-01-01,155790
100056,2018-07-01,155563
169062,2017-06-01,89751
155667,2016-09-01,166548
155631,2015-07-01,149630.76
161674,2018-06-01,79300
240822,2016-05-01,77377
224525,2017-08-01,328687.45
223255,2017-04-01,91112
255237,2016-09-01,84777
155124,2018-04-01,97091
148510,2018-06-01,142751
141574,2015-09-01,107114
151287,2016-02-01,259298
165803,2016-06-01,1481656.61
220379,2016-10-01,147414
220379,2016-01-01,86596
144782,2015-10-01,160116
144782,2015-01-01,92943
183818,2018-06-01,119389
138862,2016-05-01,194440.06
400400,2016-10-01,6559061.23
400400,2016-01-01,8292062.23
132737,2017-05-01,165388.64
159936,2017-09-01,438214.3
120310,2016-07-01,434048
161607,2018-05-01,148609
126894,2015-10-01,89626.02
225520,2017-06-01,79544
167608,2018-03-01,78391
185008,2019-01-01,78938
107246,2019-01-01,226120.42
148510,2018-05-01,123028
249972,2015-08-01,135807
169623,2018-08-01,102657
700700,2016-11-01,322137
255237,2015-08-01,227239
124919,2017-08-01,126512.92
225850,2018-04-01,185962
141574,2017-03-01,79447
155406,2016-08-01,98560
226607,2016-06-01,119457.53
157564,2018-06-01,81174
244268,2017-11-01,157900
155182,2016-03-01,709973.4
128874,2016-07-01,675285
170782,2017-08-01,97862
183267,2018-06-01,116690
151287,2018-09-01,286432
167219,2018-11-01,216930
235348,2016-01-01,103416.94
254010,2015-08-01,191450
172241,2015-10-01,75863
256283,2017-12-01,157618
133357,2015-07-01,175588
159936,2015-07-01,149961.36
241670,2017-05-01,171641
154521,2018-12-01,102023
241126,2015-05-01,142890
140061,2016-07-01,92564.5
230581,2016-05-01,222362
161607,2015-08-01,75465
139257,2016-03-01,88065
172443,2018-04-01,185843
235185,2016-04-01,120181.68
245633,2017-06-01,105765.94
169139,2015-07-01,297485
155124,2018-05-01,85142.7
222356,2016-11-01,121669
248606,2017-06-01,432643
230581,2016-03-01,148142
143385,2018-04-01,94262
159602,2016-09-01,976994.53
700700,2015-08-01,151773.08
232509,2016-11-01,121481.26
123368,2016-03-01,81551
146773,2018-12-01,110764
149743,2017-10-01,103567
149743,2017-01-01,386267.4
129642,2018-05-01,144651
159834,2017-07-01,650686.5
223137,2018-10-01,1002601
223137,2018-01-01,658977
241670,2017-06-01,160846
168953,2015-01-01,117149
168953,2015-10-01,221793
124886,2015-02-01,131969.04
146773,2017-07-01,109199
255170,2015-05-01,119275
224034,2017-07-01,115230
171265,2017-12-01,170370.7
169062,2016-11-01,94020
221990,2018-07-01,90811
235348,2017-05-01,141880
179579,2017-03-01,262898
155866,2015-04-01,557788.84
122143,2018-05-01,102551
244191,2017-11-01,90865
225850,2017-07-01,92424
175547,2017-12-01,118292.79
128874,2016-11-01,315494
175291,2018-08-01,152179
142705,2018-12-01,204511.61
155124,2017-10-01,83015
141574,2017-11-01,82799
102865,2017-12-01,152499
240085,2016-11-01,85636
175451,2018-07-01,126338
169363,2018-11-01,93041
251382,2018-12-01,98440
151258,2016-09-01,198926.5
200200,2015-03-01,127157
233839,2017-07-01,175031
243546,2015-08-01,112903.3
600600,2016-05-01,729633.36
122676,2017-03-01,91994
170125,2017-07-01,89788
165909,2017-12-01,78904
152213,2018-12-01,265603.93
220402,2015-06-01,78274
146831,2018-01-01,106390
146831,2018-10-01,105986
142622,2016-12-01,225185
255962,2015-04-01,1812607
254791,2017-11-01,210542.6
120715,2015-12-01,108112.6
232223,2017-03-01,117625.12
167219,2018-10-01,417953
256375,2018-05-01,97717
140882,2018-08-01,89393
120310,2015-10-01,583261
120310,2015-01-01,397579
141574,2017-10-01,83894
141574,2017-01-01,84397
100803,2015-11-01,124406.4
241449,2016-05-01,112771
223781,2016-03-01,1488185.8
164396,2018-05-01,85588
161122,2017-06-01,413851.52
256356,2015-05-01,88106
256382,2017-02-01,601648
172149,2016-01-01,127935
244191,2015-04-01,101544
151258,2017-03-01,162458
140061,2015-04-01,77420.16
222534,2016-06-01,105897
140061,2018-07-01,88238
167811,2015-03-01,79392
178038,2018-07-01,86710
235185,2016-12-01,128622.28
165803,2019-02-01,335272.2
223316,2016-08-01,169097
222356,2016-09-01,101774
151287,2017-12-01,199903.6
106036,2015-03-01,83148.44
241727,2018-08-01,101668
144782,2016-10-01,155425
144782,2016-01-01,85183
245889,2018-02-01,85526
171325,2018-06-01,107214
235185,2016-02-01,117627.19
165909,2017-02-01,76719
150473,2017-11-01,207729.6
145072,2016-05-01,231407
109798,2016-04-01,77167
248606,2018-04-01,120498
121216,2018-05-01,104560
220379,2018-03-01,100516
100056,2016-04-01,85915
143977,2018-10-01,100027
234236,2016-03-01,269788.42
172419,2018-01-01,102599
172419,2018-10-01,221918
600600,2019-01-01,302248.68
133357,2015-09-01,126731
159834,2018-07-01,319770.04
107267,2015-01-01,94429
179593,2018-06-01,140136.47
220379,2015-06-01,87437
141966,2015-08-01,123863
223255,2018-05-01,301913
161975,2016-04-01,106614.68
132737,2017-02-01,117875.76
155406,2016-07-01,89562
126031,2016-07-01,86324.55
180130,2017-02-01,2645480.82
221990,2016-10-01,127819.46
153503,2018-03-01,76121
120766,2017-07-01,109711.45
223740,2016-04-01,143762
237693,2016-02-01,86467
243090,2018-11-01,112240
146351,2018-07-01,328211.6
222063,2016-09-01,91808
166322,2018-08-01,123431.09
181265,2017-08-01,171475.5
152213,2016-04-01,266342.49
223316,2015-12-01,185048
254010,2018-11-01,112926.5
989950,2016-09-01,85214
144430,2015-07-01,76221
130682,2017-02-01,531118
700700,2015-06-01,151191
155182,2015-11-01,117666
224085,2016-06-01,79360
140061,2018-06-01,147615
168732,2015-02-01,77630.89
151172,2017-10-01,80538
600680,2017-11-01,133780.52
181265,2017-12-01,79344
129123,2018-07-01,102637.2
173099,2016-03-01,144702.2
161811,2016-03-01,132439.29
123270,2018-12-01,102389
400400,2018-11-01,10320874.44
141966,2015-09-01,131901
157390,2015-02-01,239722
255170,2019-02-01,101495
173971,2016-10-01,114320
144109,2016-05-01,250243
255314,2016-08-01,112860.29
126894,2018-12-01,92900.25
155232,2016-05-01,130118
160852,2017-07-01,79478
221774,2017-09-01,108715.23
238983,2016-05-01,86810
184143,2018-08-01,127617
186522,2018-11-01,92979
102795,2016-08-01,177626
256259,2015-09-01,82092.86
222356,2018-04-01,232182
122338,2018-07-01,88961.8
102795,2018-03-01,154873.43
107963,2017-09-01,82453
155006,2018-09-01,91491
244191,2018-09-01,79599
256382,2016-11-01,797762
241670,2016-07-01,120295
243220,2018-06-01,122537.46
168439,2018-12-01,294977
145227,2018-08-01,83392.18
139989,2015-06-01,106525.15
255364,2017-03-01,84331
180130,2018-07-01,10508644.55
151142,2018-08-01,156365
130682,2018-05-01,1493548
141966,2015-12-01,326032
124919,2016-06-01,98748
131088,2015-07-01,91833.76
152137,2018-08-01,96086
177670,2017-03-01,78979
163745,2015-04-01,90311.75
222172,2016-09-01,122599
222356,2019-02-01,151347
155667,2015-10-01,113181
167184,2015-07-01,97948
244770,2015-06-01,115913
141574,2018-06-01,118946
155848,2016-03-01,7315439
129642,2018-07-01,125070
241449,2018-05-01,187465
240896,2017-09-01,146039
136943,2015-12-01,95322.62
169363,2018-05-01,164278.1
251382,2018-09-01,75966
176813,2018-08-01,114404
248018,2015-01-01,106460
136594,2018-03-01,79867
247685,2015-02-01,89370
223781,2016-06-01,2257332
235348,2018-03-01,97887.34
165237,2018-07-01,77713.32
126730,2018-08-01,319827.2
244770,2018-10-01,132351
989950,2017-03-01,88559
177113,2016-07-01,110823
121372,2018-06-01,113575.68
151160,2017-08-01,83824.08
152213,2015-09-01,225877.97
256462,2018-05-01,109169.55
249972,2017-07-01,176051
223316,2018-10-01,79536
223316,2018-01-01,90916
151287,2017-04-01,324044.6
168450,2018-06-01,92366
124886,2017-07-01,160239.6
148507,2016-09-01,94772
122676,2016-07-01,262314
146351,2016-05-01,234392
108870,2016-05-01,298843
135841,2017-08-01,201738.55
234631,2016-12-01,78825
132544,2017-10-01,102138
159936,2017-03-01,252640.7
124886,2017-08-01,105469.8
150473,2016-03-01,147465.25
106036,2017-11-01,100972
138862,2015-07-01,2107497.37
171935,2017-05-01,509457
222172,2017-03-01,159082
223255,2018-06-01,318359
243546,2015-09-01,85602.44
137859,2016-08-01,178650
165909,2017-09-01,102398
161674,2017-03-01,93110
224408,2016-03-01,425313.4
133357,2015-04-01,117073
256519,2015-02-01,479784
131111,2017-05-01,139263
179809,2018-08-01,118319.16
155253,2016-05-01,98744
128074,2018-07-01,108893
137646,2017-06-01,80305
141705,2015-08-01,92976
254702,2016-06-01,173990
234236,2017-08-01,634418.14
182360,2018-08-01,105695.25
152351,2016-10-01,148219
235813,2016-06-01,99449
122676,2016-04-01,118251
169139,2015-09-01,269601
161057,2015-08-01,82379
244191,2017-06-01,95053
155232,2017-09-01,219762.15
109874,2018-05-01,376818.05
161122,2019-02-01,459272.47
248018,2018-09-01,101158
172532,2016-07-01,123895
175291,2018-09-01,119064
249972,2016-05-01,184296
173144,2018-07-01,190307
149743,2015-11-01,159346.8
155866,2016-04-01,716461
178636,2017-07-01,166455
172937,2016-05-01,179761
183267,2018-07-01,131098.66
223316,2017-03-01,109138
128074,2018-09-01,93895
176813,2018-07-01,122624
241670,2017-03-01,160606
145072,2016-07-01,389503
184487,2018-10-01,145263.58
255170,2016-03-01,80528
155033,2018-06-01,127032.8
182580,2018-01-01,92869.99
175547,2018-05-01,175293
155406,2016-12-01,125871
159834,2017-11-01,354324.56
222356,2015-05-01,196283
245100,2015-10-01,132447.65
142705,2017-03-01,95811.27
146351,2015-11-01,99642
147624,2017-03-01,3225302.34
140061,2016-06-01,88165
168439,2018-04-01,229295
152138,2017-07-01,131699
242966,2015-06-01,151860
142001,2017-08-01,75849
140061,2017-05-01,101788
249972,2017-02-01,123453
142622,2016-05-01,878470
128074,2015-05-01,115911
132544,2017-03-01,80581
179241,2017-12-01,90264
255237,2016-08-01,207934
169632,2015-06-01,103769
171067,2018-08-01,76438
222063,2016-03-01,104303.97
223316,2016-07-01,170221
165408,2017-11-01,138079.25
172534,2017-09-01,295452.5
167711,2017-06-01,108936.2
155425,2015-11-01,124406
233839,2017-06-01,443013.92
234236,2018-01-01,362069.61
234236,2018-10-01,503284.32
138229,2017-12-01,149285
256127,2018-06-01,124989
155866,2017-03-01,669866.83
171782,2018-05-01,109480
141491,2018-01-01,100543
146351,2018-12-01,416898.72
142622,2015-06-01,259803
100803,2015-05-01,169882.35
151142,2018-03-01,129556
100803,2016-04-01,121384.95
181448,2018-07-01,98307.8
155631,2015-04-01,134080.55
152213,2018-02-01,156306.16
237924,2016-05-01,78445
105642,2018-05-01,75139.76
163053,2016-07-01,201257.16
130682,2019-01-01,123665
254539,2015-12-01,102239
182380,2018-09-01,152385
254791,2016-06-01,181053
172419,2018-03-01,184303
151287,2018-08-01,303417.66
250961,2018-01-01,173557
129642,2015-03-01,99671
161975,2015-09-01,103035
161122,2015-11-01,465085.33
143472,2017-05-01,95051
148510,2018-03-01,89617
155866,2015-09-01,590836.38
150973,2018-09-01,179213
243759,2016-07-01,132163
163654,2016-08-01,79042
155667,2015-09-01,179043
249972,2019-01-01,129895
155938,2018-09-01,100576
152213,2017-02-01,96379.3
241035,2017-06-01,104255
240896,2018-01-01,99416.46
223137,2017-01-01,1044620
223137,2017-10-01,1123549
256382,2017-05-01,1112362
141966,2017-11-01,146471
224525,2016-10-01,98340.24
256375,2017-05-01,86127
141966,2017-10-01,116083
141966,2017-01-01,320935
135841,2017-09-01,124543.37
127441,2015-08-01,165741
179977,2017-09-01,169716.5
171879,2017-07-01,85756.23
254424,2018-01-01,77722
169632,2016-07-01,90301
227911,2016-04-01,241600.17
235185,2018-05-01,128127.89
171935,2015-11-01,798380.65
142622,2019-01-01,253983.06
138103,2019-01-01,144132.8
169139,2018-08-01,454016.92
145126,2018-12-01,122733
107940,2017-05-01,81400
102865,2015-10-01,171930.26
183594,2018-09-01,119371
108215,2015-05-01,115840
220379,2016-06-01,115183
146351,2017-05-01,287660.9
106036,2018-04-01,112093
155848,2016-01-01,417897
155848,2016-10-01,956831
244191,2017-03-01,88254
242458,2017-08-01,97838.62
184785,2018-11-01,78718
255053,2015-12-01,120613
141574,2015-08-01,127872
146831,2016-11-01,127477
227738,2018-03-01,165298.72
251382,2018-11-01,78235
100055,2017-08-01,95404
900900,2017-11-01,601221
155866,2019-02-01,440700.83
167219,2017-04-01,106227
130682,2016-05-01,727655
171067,2018-06-01,85860
243733,2016-11-01,287047
155033,2015-08-01,122537.5
146351,2017-02-01,87795
146773,2017-08-01,125498
240896,2015-06-01,80239.34
165393,2018-09-01,93674
254438,2017-01-01,91288
137859,2017-03-01,80491.02
254791,2018-05-01,238576
245727,2016-09-01,130192.1
120310,2017-12-01,454898.58
137646,2017-10-01,85292.26
120310,2016-09-01,969500.52
152663,2015-12-01,238837
240667,2015-07-01,181461.58
242966,2018-09-01,143308
244770,2018-06-01,78993.77
244264,2015-08-01,133852.5
106606,2018-09-01,75018
144527,2015-11-01,223652
172534,2016-03-01,119219.06
159602,2015-05-01,665888.97
104862,2016-06-01,84164
165393,2017-02-01,118826
254791,2016-10-01,101895
254791,2016-01-01,82632
241449,2015-03-01,147542
229799,2015-02-01,313299.16
220379,2015-07-01,78924
123822,2018-07-01,110982
138862,2018-06-01,99282.08
132737,2016-03-01,106824.95
165393,2015-06-01,81063.26
109874,2016-05-01,307122
165803,2016-08-01,1417946.7
244264,2016-12-01,90791.35
171087,2018-08-01,77861
223781,2015-03-01,2414918
248018,2016-05-01,167498
241035,2018-04-01,82520
132544,2015-08-01,101768.19
169571,2017-07-01,271192
247453,2016-06-01,151394
155581,2015-06-01,84372.2
221990,2016-09-01,129079.88
130815,2015-02-01,218890
126638,2016-04-01,499377
161291,2017-06-01,111573
122874,2016-03-01,153631.67
146704,2017-10-01,224365
106036,2017-07-01,140253.6
135603,2018-07-01,112955
126638,2015-04-01,164688
227738,2016-08-01,114940.1
167368,2015-08-01,84829.12
139989,2017-03-01,144069.1
155006,2015-10-01,212308
142705,2018-10-01,288817.63
142705,2018-01-01,204925.33
180406,2018-06-01,151450
160852,2018-12-01,122282
255962,2018-05-01,616053.51
155065,2017-12-01,85016
175291,2018-06-01,204542.16
245567,2018-05-01,167093.4
146773,2018-02-01,106880
126638,2016-03-01,518605
182891,2017-12-01,111098
176641,2018-05-01,90728
155232,2016-07-01,164028
143472,2018-04-01,79528
251382,2018-10-01,98994
165393,2016-05-01,98399
138765,2016-03-01,310349
139257,2015-10-01,245887
142705,2018-09-01,328475.16
147624,2015-08-01,1494917
234122,2016-12-01,137859
100803,2016-09-01,198789.75
123822,2017-05-01,77314
168439,2017-06-01,155911
224408,2017-07-01,416795
179594,2017-05-01,208692
126730,2015-07-01,123390.17
162454,2018-09-01,78302
250549,2016-05-01,113244
168450,2015-09-01,76765
255314,2018-07-01,89906.44
106734,2018-02-01,406536.79
223781,2017-09-01,1641076
152351,2017-06-01,124796.46
146351,2016-06-01,304526.79
171756,2017-07-01,145568
242414,2015-10-01,94879
155232,2016-10-01,152646
171265,2016-03-01,89676
168450,2017-05-01,98936.31
232944,2017-07-01,76007
237217,2016-03-01,143207.5
123887,2015-10-01,83534
600600,2015-06-01,1194572.73
108870,2015-08-01,162831.62
232016,2015-11-01,103012.94
244770,2016-03-01,88102
223316,2015-02-01,119245
135841,2017-10-01,98981.45
135841,2017-01-01,129755.8
500500,2016-06-01,101218
120310,2018-05-01,443716
133176,2015-09-01,720076.29
169727,2018-10-01,84044
254010,2016-12-01,212489
144052,2017-02-01,121971.62
107715,2016-05-01,89911
124932,2018-07-01,92297
144782,2017-08-01,143328.26
123368,2016-11-01,98772
144109,2017-02-01,186235.44
242966,2015-07-01,76416
231876,2017-03-01,124128
243733,2017-04-01,244815
230559,2017-06-01,88335
161607,2019-01-01,85886
255237,2015-05-01,103913.09
400400,2017-09-01,13157647.83
247453,2017-08-01,134001
169571,2017-10-01,147396
254903,2016-07-01,84719
235185,2015-12-01,75774
247158,2017-02-01,205240
229799,2018-10-01,105415.76
220402,2015-07-01,100184
155848,2016-09-01,1900034
130317,2015-09-01,94817.78
600600,2017-02-01,1068235.74
230581,2016-11-01,131885
250549,2017-09-01,133845
128074,2016-08-01,152504
171935,2018-04-01,255058
162132,2017-04-01,133105
237839,2018-08-01,102911.39
256375,2018-07-01,121050
151287,2018-05-01,182624.23
222356,2017-06-01,177292
223662,2019-01-01,132763
162132,2017-06-01,156403
108222,2018-07-01,79079
227738,2019-01-01,156377.6
144527,2016-08-01,315225
182381,2018-08-01,126607
238983,2017-09-01,103922
223662,2018-04-01,140782.8
155232,2015-12-01,370204
233839,2017-05-01,128663
161122,2016-01-01,577716.93
161122,2016-10-01,820387.69
223781,2016-02-01,1023116
165408,2017-01-01,120282
165408,2017-10-01,141933
231820,2016-05-01,94677
106036,2015-10-01,78438
159834,2018-12-01,174438
235185,2018-08-01,193149.86
184487,2018-08-01,79822.46
130317,2018-03-01,95411.66
166360,2018-10-01,102829
166322,2018-10-01,151569.76
143472,2017-03-01,103988.42
144782,2016-11-01,170973
142705,2018-11-01,290000.9
161122,2016-09-01,512977.1
172534,2016-05-01,150463.84
144527,2019-02-01,99806
223662,2016-06-01,183193.6
144782,2018-05-01,213292
172534,2015-12-01,77791
154785,2018-04-01,276208
129642,2016-06-01,80020
224408,2015-03-01,477357.23
168732,2017-10-01,153342.84
178636,2017-05-01,102438
700700,2016-12-01,341458.21
243546,2015-12-01,92211.5
157463,2015-06-01,76604
223316,2017-06-01,123053
230559,2015-05-01,84294
127441,2016-04-01,138837.2
121683,2015-12-01,113967
139077,2018-06-01,211976.77
231820,2018-01-01,281533
124886,2017-03-01,101920.7
139257,2016-02-01,99038
160852,2017-12-01,80399
244643,2018-03-01,89314
159834,2018-09-01,341513
235348,2016-07-01,118217.37
157190,2018-06-01,79215
242458,2017-10-01,129542.91
256382,2016-06-01,1433736
254010,2019-01-01,137066
231820,2017-11-01,117385
142622,2015-07-01,436680
162329,2018-12-01,198409
107246,2017-12-01,549103.4
168439,2016-09-01,236439
172891,2017-11-01,146399.07
182380,2018-08-01,236448.25
165393,2018-03-01,106729
156590,2016-09-01,142862
500500,2017-02-01,79628
800800,2015-07-01,82760.67
142752,2018-10-01,75073.98
223137,2018-09-01,1049536
600680,2018-06-01,1781627.09
104573,2016-06-01,165214.1
223316,2018-08-01,89141
107246,2015-08-01,242924.14
163053,2017-05-01,292283.1
120253,2015-12-01,106820
159834,2015-01-01,278648
159834,2015-10-01,237311
171736,2016-06-01,137609.58
241670,2015-04-01,154706
169264,2018-06-01,181858.14
107246,2016-11-01,151840
109002,2016-12-01,104653
144877,2018-03-01,163630
254791,2015-06-01,107824
256519,2016-11-01,1438070.52
139077,2018-03-01,97905.3
243231,2015-12-01,214474
183267,2018-03-01,116646
100803,2015-01-01,99800
100803,2015-10-01,125802.15
144527,2016-06-01,373487
152663,2018-06-01,547679
163625,2017-07-01,87618
243759,2018-04-01,114869
225850,2017-12-01,134361
255962,2017-08-01,838937.04
184147,2018-03-01,137895.95
126894,2017-04-01,90782
222356,2017-08-01,221617
249972,2018-06-01,132505
244131,2016-07-01,86414
133176,2015-01-01,673640.28
133176,2015-10-01,653807.86
155848,2016-05-01,5243419
400400,2018-01-01,9061227.85
400400,2018-10-01,12567653.48
148507,2016-06-01,137682.86
244036,2017-05-01,122753
147624,2018-02-01,2037257.63
248606,2017-05-01,271830.93
148218,2015-09-01,97116
165909,2017-08-01,105090
152213,2015-01-01,132983.4
152213,2015-10-01,94510.47
224408,2016-06-01,653891
237924,2017-03-01,103059
245633,2016-08-01,130241.84
900900,2017-07-01,593052
155120,2015-04-01,88764
120310,2016-04-01,541694.7
155110,2018-06-01,99929
227840,2018-05-01,178261
155033,2017-05-01,166942
223740,2018-06-01,173595
155253,2016-03-01,96951.5
155848,2017-09-01,1300330
133176,2016-04-01,528170.75
162454,2015-06-01,261613.19
152138,2016-08-01,113434
255170,2015-11-01,157859
169062,2015-12-01,88656
130317,2015-10-01,80094.77
220379,2017-08-01,147883
109359,2018-07-01,88384
243231,2016-06-01,325635
168450,2017-03-01,106359.02
155848,2015-12-01,454982
148638,2015-02-01,120101
177248,2018-01-01,98500
159936,2015-04-01,405735.08
168829,2017-11-01,114230
223740,2016-03-01,241116
254791,2018-02-01,267705
400400,2015-02-01,8681506.72
233839,2018-04-01,195245
166750,2017-07-01,146733
223781,2016-09-01,1609171
120715,2017-09-01,180680.66
235348,2017-08-01,173885.26
254702,2017-05-01,94305
146773,2017-03-01,123535
100803,2018-08-01,455552.24
159602,2015-04-01,587197.7
223781,2015-05-01,3168521
147624,2018-12-01,1713737.76
172443,2017-09-01,79926
155848,2016-02-01,1358264
243231,2015-03-01,223188.6
171971,2016-06-01,115790
107246,2017-02-01,77698.05
169623,2018-02-01,91377.08
254539,2018-07-01,79066
107590,2015-11-01,96152
254438,2017-09-01,124254.5
171935,2017-06-01,1101297
161261,2015-09-01,103018.03
146949,2015-12-01,82924.13
222063,2017-08-01,89740
105642,2016-07-01,569828.64
166650,2016-07-01,76790
235185,2017-09-01,176838.73
700700,2017-05-01,519761.66
234631,2018-07-01,80946
243733,2018-02-01,134740
600680,2019-01-01,100223.75
256519,2017-04-01,864694.74
153520,2015-11-01,197983
170942,2015-08-01,145652
256127,2019-01-01,85529
224525,2017-06-01,283100
231820,2016-03-01,85888
139989,2015-04-01,136195.33
152138,2015-06-01,118666
227911,2015-03-01,128242
254010,2018-06-01,358848
245775,2018-06-01,122627.57
244770,2016-08-01,121498
133176,2015-06-01,662995.28
174850,2018-08-01,194829
146773,2018-04-01,104028
155667,2017-02-01,84780
155581,2016-04-01,81507
125712,2017-06-01,85526
155946,2015-05-01,222953.02
254628,2017-06-01,165366.56
155006,2017-12-01,182471
138862,2015-03-01,90102.14
179579,2017-08-01,364371
153734,2017-04-01,76756
221774,2017-10-01,140304
249172,2017-08-01,84174
180130,2018-05-01,3327057.21
148507,2017-04-01,128550.5
256462,2016-07-01,97292.95
256382,2015-01-01,586460
256382,2015-10-01,701907
248018,2016-04-01,138164
233286,2015-01-01,115141
242442,2018-06-01,79138
151258,2017-07-01,294328
248018,2015-06-01,374525
127441,2015-12-01,81956
241727,2018-05-01,77176
123887,2016-12-01,120294
234236,2017-02-01,279803.38
243427,2019-01-01,115000.57
135603,2018-06-01,107217
251680,2018-08-01,94587.33
132544,2017-11-01,89141
222172,2017-02-01,300989
122908,2019-02-01,125131
237217,2017-02-01,129903
229534,2017-07-01,78919
179594,2018-06-01,340288
122676,2017-06-01,132186
147624,2018-09-01,3249051.53
165062,2018-03-01,99207.07
167219,2018-09-01,303659
162455,2017-08-01,81610.14
107246,2017-04-01,98029
165408,2016-12-01,90827
109874,2017-04-01,175760.59
154785,2016-11-01,114948
169623,2018-04-01,111565.28
152663,2017-11-01,191052
246756,2016-01-01,76806
168829,2017-05-01,80164
251382,2016-02-01,109617
144782,2016-09-01,217637.8
171756,2018-07-01,123909.46
140421,2016-08-01,79712
243427,2018-03-01,86132.6
161975,2015-10-01,91343
128649,2016-02-01,120278.13
165717,2015-11-01,128623
126730,2017-03-01,367989.55
224408,2018-02-01,315155
152351,2016-07-01,254819
171782,2016-07-01,120345
242458,2018-06-01,175162.42
155866,2017-11-01,975926.65
143385,2017-07-01,85560.96
173099,2016-05-01,142222.5
170518,2017-06-01,458723
243173,2017-05-01,77303
222608,2017-06-01,86895.92
123368,2018-10-01,139328
123368,2018-01-01,86995
137646,2018-05-01,90762
139989,2017-05-01,131782
155019,2016-11-01,82435
146831,2017-04-01,102261
243759,2015-05-01,96210
243759,2016-09-01,82836
237839,2015-04-01,75704.32
250961,2016-05-01,150642
184631,2019-02-01,93093
159602,2019-02-01,150008.8
140785,2017-03-01,98727
231820,2018-03-01,235203
130682,2017-11-01,333767
400400,2016-08-01,11744939.62
222356,2016-01-01,130967
222356,2016-10-01,176838
133357,2018-08-01,176207
155848,2017-08-01,922655
147624,2015-10-01,1592680
147624,2015-01-01,821452
144877,2018-05-01,89833
158075,2017-01-01,78233
227911,2015-10-01,107803.68
227911,2015-01-01,75597.88
145126,2016-11-01,79886
159936,2017-02-01,276717.3
224525,2018-12-01,115216
243733,2018-09-01,178103.76
255237,2015-10-01,88905
159936,2016-05-01,256793.66
171736,2018-07-01,372810.79
222356,2017-07-01,164359
138025,2017-06-01,88704
225392,2017-08-01,134033
150397,2016-08-01,97912
142060,2016-11-01,75184
250549,2017-04-01,145425
220526,2017-08-01,148218
142622,2018-02-01,127490
223255,2018-09-01,167740
147624,2016-02-01,323946
900900,2016-08-01,552314
100803,2015-06-01,386696.45
126730,2017-10-01,242114
126730,2017-01-01,167342
182749,2018-10-01,112487.63
171935,2017-07-01,557078
106036,2016-12-01,98458
162454,2016-02-01,162048
142705,2017-04-01,167791.64
150397,2018-06-01,95926
155667,2017-07-01,265689
152663,2016-03-01,306781.8
160049,2018-08-01,85749.43
138103,2016-12-01,100350.85
152937,2016-03-01,130121.6
124919,2016-09-01,90726
222356,2018-12-01,251345
138103,2017-08-01,182224.22
161122,2017-08-01,478223.64
123822,2018-04-01,83407
155425,2016-01-01,85567
138103,2018-04-01,125865
245100,2016-08-01,102307
254903,2017-06-01,292783
126894,2018-06-01,145861.4
186041,2018-10-01,150961.76
180406,2019-01-01,81484
107940,2018-06-01,87560
128680,2018-07-01,94622.13
130317,2016-12-01,82252.98
234236,2018-09-01,560039.25
254791,2016-02-01,140552
155124,2018-02-01,106390
155866,2017-05-01,1183620.34
223781,2015-11-01,468728
149743,2015-12-01,166883.8
224525,2015-10-01,81372
105642,2017-04-01,224566.42
171935,2016-12-01,492792
127441,2016-02-01,125826
159936,2018-08-01,975703.67
100056,2018-12-01,98735
223781,2017-07-01,3232833
254224,2018-11-01,100558
224408,2016-04-01,565964
134868,2015-11-01,114770
159936,2015-09-01,185706.56
255364,2016-12-01,99120
221990,2015-06-01,115607.84
224034,2016-08-01,84729
234236,2015-02-01,177062.81
133776,2015-01-01,107512
167090,2018-01-01,81120.22
600680,2018-04-01,621178.4
234122,2015-06-01,183821.11
234122,2016-08-01,347927
226640,2015-05-01,103679
140061,2018-02-01,83076
139989,2015-08-01,106648.13
155866,2016-12-01,1349977.58
125859,2017-01-01,90222
