custnum,saledate,Equipsales
150199,10/1/2017,4616
150199,11/1/2017,1
150199,12/1/2017,7831
150199,1/1/2018,13763
150199,2/1/2018,24115
150199,3/1/2018,24171
150199,4/1/2018,21978
150199,5/1/2018,19683
150199,6/1/2018,27538
150199,7/1/2018,11581
150199,8/1/2018,6189
150199,9/1/2018,14569
150199,10/1/2018,3411
150199,11/1/2018,17731
150199,12/1/2018,7179
150199,1/1/2019,5517
151287,1/1/2014,7281.2
151287,2/1/2014,1879.68
151287,3/1/2014,28811.97
151287,4/1/2014,6185.83
151287,5/1/2014,3772.67
151287,6/1/2014,3195.1
151287,7/1/2014,5126.72
151287,8/1/2014,1
151287,9/1/2014,3924.11
151287,10/1/2014,5345.15
151287,11/1/2014,3219
151287,12/1/2014,1711.58
151287,1/1/2015,4471.47
151287,2/1/2015,5193.11
151287,3/1/2015,6178.7
151287,4/1/2015,13171.2
151287,5/1/2015,15219.79
151287,6/1/2015,256129.91
151287,7/1/2015,531438.56
151287,8/1/2015,219754.41
151287,9/1/2015,167463
151287,10/1/2015,71159.94
151287,11/1/2015,111844
151287,12/1/2015,99757.29
151287,1/1/2016,283719
151287,2/1/2016,259298
151287,3/1/2016,515426
151287,4/1/2016,142299.13
151287,5/1/2016,411141.32
151287,6/1/2016,511468.61
151287,7/1/2016,431886.42
151287,8/1/2016,259863.61
151287,9/1/2016,431518.31
151287,10/1/2016,93335.12
151287,11/1/2016,218299.74
151287,12/1/2016,198169.6
151287,1/1/2017,761257.55
151287,2/1/2017,187481.17
151287,3/1/2017,115238
151287,4/1/2017,324144.6
151287,5/1/2017,579537.14
151287,6/1/2017,712881.1
151287,7/1/2017,255422.84
151287,8/1/2017,241117.24
151287,9/1/2017,337141.21
151287,10/1/2017,514719.91
151287,11/1/2017,162344.99
151287,12/1/2017,199913.6
151287,1/1/2018,221993.44
151287,2/1/2018,614398.98
151287,3/1/2018,318286.6
151287,4/1/2018,778532.56
151287,5/1/2018,182624.23
151287,6/1/2018,259743.75
151287,7/1/2018,1118491.43
151287,8/1/2018,313417.66
151287,9/1/2018,286432
151287,10/1/2018,72261.14
151287,11/1/2018,317179.63
151287,12/1/2018,458671.12
151287,1/1/2019,459255.74
151935,1/1/2014,2213
151935,2/1/2014,8231
151935,3/1/2014,5333
151935,4/1/2014,8785
151935,5/1/2014,11498
151935,6/1/2014,8818
151935,7/1/2014,11167
151935,8/1/2014,11212
151935,9/1/2014,11993.35
151935,10/1/2014,6964.45
151935,11/1/2014,6136
151935,12/1/2014,1991
151935,1/1/2015,5252
151935,2/1/2015,859
151935,3/1/2015,11113
151935,4/1/2015,16194
151935,5/1/2015,11466
151935,6/1/2015,13445
151935,7/1/2015,14175
151935,8/1/2015,11326
151935,9/1/2015,12995
151935,10/1/2015,13799
151935,11/1/2015,5933
151935,12/1/2015,5725
151935,1/1/2016,3396
151935,2/1/2016,4216
151935,3/1/2016,5958
151935,4/1/2016,4691
151935,5/1/2016,12194
151935,6/1/2016,14675
151935,7/1/2016,19182
151935,8/1/2016,9916
151935,9/1/2016,6198
151935,10/1/2016,4956
151935,11/1/2016,8172
151935,12/1/2016,6124
151935,1/1/2017,4264
151935,2/1/2017,3943
151935,3/1/2017,3152
151935,4/1/2017,9329
151935,5/1/2017,8545
151935,6/1/2017,4118
151935,7/1/2017,2153
151935,8/1/2017,2519
151935,9/1/2017,3783
151935,10/1/2017,3621
151935,11/1/2017,8675
151935,12/1/2017,6817
151935,1/1/2018,4811
151935,2/1/2018,94
151935,3/1/2018,1415
151935,4/1/2018,8514
151935,5/1/2018,5463
151935,6/1/2018,12846
151935,7/1/2018,4488
151935,8/1/2018,9853
151935,9/1/2018,11516
151935,10/1/2018,1243
151935,11/1/2018,1
151935,12/1/2018,2257
151935,1/1/2019,4791
152138,1/1/2014,53158
152138,2/1/2014,81611
152138,3/1/2014,74932
152138,4/1/2014,85966
152138,5/1/2014,95946
152138,6/1/2014,88582
152138,7/1/2014,133151
152138,8/1/2014,144974
152138,9/1/2014,95218
152138,10/1/2014,93946
152138,11/1/2014,64431
152138,12/1/2014,81786
152138,1/1/2015,71946
152138,2/1/2015,47181
152138,3/1/2015,77111
152138,4/1/2015,67943
152138,5/1/2015,45216
152138,6/1/2015,118666
152138,7/1/2015,115224
152138,8/1/2015,76749
152138,9/1/2015,88889
152138,10/1/2015,55441
152138,11/1/2015,56793
152138,12/1/2015,66184
152138,1/1/2016,37238
152138,2/1/2016,51956
152138,3/1/2016,61146
152138,4/1/2016,69528
152138,5/1/2016,81592
152138,6/1/2016,119625
152138,7/1/2016,147131
152138,8/1/2016,113434
152138,9/1/2016,94924.6
152138,10/1/2016,71591
152138,11/1/2016,51731
152138,12/1/2016,122565
152138,1/1/2017,48817
152138,2/1/2017,48772
152138,3/1/2017,112373.22
152138,4/1/2017,116172
152138,5/1/2017,157124
152138,6/1/2017,166317
152138,7/1/2017,131699
152138,8/1/2017,177414
152138,9/1/2017,116153
152138,10/1/2017,134474.78
152138,11/1/2017,122124
152138,12/1/2017,78554
152138,1/1/2018,87861
152138,2/1/2018,131615
152138,3/1/2018,115985.51
152138,4/1/2018,116398
152138,5/1/2018,134735
152138,6/1/2018,175971
152138,7/1/2018,171426
152138,8/1/2018,176884
152138,9/1/2018,131763
152138,10/1/2018,137569
152138,11/1/2018,122168
152138,12/1/2018,75241.5
152138,1/1/2019,83912
152213,1/1/2014,75271.6
152213,2/1/2014,88376.61
152213,3/1/2014,98314.9
152213,4/1/2014,181742.95
152213,5/1/2014,223461
152213,6/1/2014,231991.4
152213,7/1/2014,235937.45
152213,8/1/2014,215372.67
152213,9/1/2014,195283.7
152213,10/1/2014,179384.5
152213,11/1/2014,52422
152213,12/1/2014,31992.5
152213,1/1/2015,132983.4
152213,2/1/2015,115117.6
152213,3/1/2015,177298.8
152213,4/1/2015,341781.1
152213,5/1/2015,155759.77
152213,6/1/2015,334843.48
152213,7/1/2015,157261.92
152213,8/1/2015,266977.59
152213,9/1/2015,225877.97
152213,10/1/2015,94511.47
152213,11/1/2015,211736.11
152213,12/1/2015,84931.84
152213,1/1/2016,241659.5
152213,2/1/2016,131625.15
152213,3/1/2016,398638.15
152213,4/1/2016,266342.49
152213,5/1/2016,85156.75
152213,6/1/2016,554437.55
152213,7/1/2016,319664.87
152213,8/1/2016,416538.11
152213,9/1/2016,266648.16
152213,10/1/2016,134984.4
152213,11/1/2016,158213.35
152213,12/1/2016,45121.95
152213,1/1/2017,194813.48
152213,2/1/2017,96379.3
152213,3/1/2017,241713.13
152213,4/1/2017,189364.18
152213,5/1/2017,353187.94
152213,6/1/2017,358478.4
152213,7/1/2017,431744.89
152213,8/1/2017,231113.85
152213,9/1/2017,237451.12
152213,10/1/2017,181155.8
152213,11/1/2017,317166.64
152213,12/1/2017,165116.13
152213,1/1/2018,51348
152213,2/1/2018,156316.16
152213,3/1/2018,211795.36
152213,4/1/2018,192595.96
152213,5/1/2018,316173.23
152213,6/1/2018,275876.35
152213,7/1/2018,327787.7
152213,8/1/2018,188662.33
152213,9/1/2018,117345.51
152213,10/1/2018,449832.58
152213,11/1/2018,91665.75
152213,12/1/2018,265613.93
152213,1/1/2019,227467.98
154577,1/1/2014,8657
154577,2/1/2014,11124
154577,3/1/2014,1212
154577,4/1/2014,11377
154577,5/1/2014,26311
154577,6/1/2014,25494
154577,7/1/2014,9537
154577,8/1/2014,15112
154577,9/1/2014,15953
154577,10/1/2014,2941
154577,11/1/2014,3357
154577,12/1/2014,5569
154577,1/1/2015,8975
154577,2/1/2015,5229
154577,3/1/2015,28547.2
154577,4/1/2015,9525
154577,5/1/2015,11968
154577,6/1/2015,5322
154577,7/1/2015,11885
154577,8/1/2015,21725.5
154577,9/1/2015,2146
154577,10/1/2015,7159
154577,11/1/2015,6672
154577,12/1/2015,9113
154577,1/1/2016,4431.56
154577,2/1/2016,6136
154577,3/1/2016,35616.16
154577,4/1/2016,3912
154577,5/1/2016,5867.25
154577,6/1/2016,22385
154577,7/1/2016,6162.82
154577,8/1/2016,13137
154577,9/1/2016,7859
154577,10/1/2016,7793
154577,11/1/2016,2226
154577,12/1/2016,19211.36
154577,1/1/2017,6979
154577,2/1/2017,7178
154577,3/1/2017,38181.55
154577,4/1/2017,1688
154577,5/1/2017,14383
154577,6/1/2017,26117
154577,7/1/2017,27194
154577,8/1/2017,32131
154577,9/1/2017,26935
154577,10/1/2017,15165
154577,11/1/2017,6584
154577,12/1/2017,14213
154577,1/1/2018,6225.16
154577,2/1/2018,9138
154577,3/1/2018,9491
154577,4/1/2018,12141
154577,5/1/2018,25455
154577,6/1/2018,27596
154577,7/1/2018,31686
154577,8/1/2018,16715
154577,9/1/2018,12825
154577,10/1/2018,15563
154577,11/1/2018,7574
154577,12/1/2018,9149
154577,1/1/2019,7271
155006,1/1/2014,5881
155006,2/1/2014,219617.65
155006,3/1/2014,1116
155006,4/1/2014,197787.7
155006,5/1/2014,23461
155006,6/1/2014,519137.87
155006,7/1/2014,45761.5
155006,8/1/2014,268923
155006,9/1/2014,179191
155006,10/1/2014,294756
155006,11/1/2014,371754
155006,12/1/2014,141725
155006,1/1/2015,12984
155006,2/1/2015,1
155006,3/1/2015,41614
155006,4/1/2015,21995.4
155006,5/1/2015,397265.35
155006,6/1/2015,212138.25
155006,7/1/2015,112435.5
155006,8/1/2015,464258.9
155006,9/1/2015,38897.21
155006,10/1/2015,212318
155006,11/1/2015,411476
155006,12/1/2015,311119
155006,1/1/2016,24411
155006,2/1/2016,79657.6
155006,3/1/2016,215117.35
155006,4/1/2016,84176.2
155006,5/1/2016,68154
155006,6/1/2016,318413.85
155006,7/1/2016,423174.4
155006,8/1/2016,412277.58
155006,9/1/2016,211612.42
155006,10/1/2016,143477
155006,11/1/2016,369811
155006,12/1/2016,218226
155006,1/1/2017,67349.48
155006,2/1/2017,57417.96
155006,3/1/2017,297184.35
155006,4/1/2017,29884
155006,5/1/2017,218141
155006,6/1/2017,211789
155006,7/1/2017,321415
155006,8/1/2017,315666
155006,9/1/2017,215351
155006,10/1/2017,213714
155006,11/1/2017,368181
155006,12/1/2017,182471
155006,1/1/2018,16974
155006,2/1/2018,91143
155006,3/1/2018,63474
155006,4/1/2018,38848
155006,5/1/2018,35523
155006,6/1/2018,334599.1
155006,7/1/2018,526936.16
155006,8/1/2018,58199
155006,9/1/2018,91491
155006,10/1/2018,133119
155006,11/1/2018,641354.11
155006,12/1/2018,143665.78
155006,1/1/2019,47152
155253,1/1/2014,66233.9
155253,2/1/2014,57939.8
155253,3/1/2014,66221.59
155253,4/1/2014,94818.8
155253,5/1/2014,137843.2
155253,6/1/2014,141152.7
155253,7/1/2014,128383
155253,8/1/2014,123167.1
155253,9/1/2014,128775.9
155253,10/1/2014,78118.9
155253,11/1/2014,47356.1
155253,12/1/2014,57862.68
155253,1/1/2015,73627.6
155253,2/1/2015,37593.4
155253,3/1/2015,119769.1
155253,4/1/2015,125918.97
155253,5/1/2015,119345.67
155253,6/1/2015,114987
155253,7/1/2015,96134.4
155253,8/1/2015,95245.14
155253,9/1/2015,81113.49
155253,10/1/2015,59254.4
155253,11/1/2015,76326.5
155253,12/1/2015,72321
155253,1/1/2016,62179
155253,2/1/2016,72164.15
155253,3/1/2016,96951.5
155253,4/1/2016,114825
155253,5/1/2016,98744
155253,6/1/2016,179183
155253,7/1/2016,176115
155253,8/1/2016,131499
155253,9/1/2016,96611.8
155253,10/1/2016,71252
155253,11/1/2016,78914
155253,12/1/2016,49111
155253,1/1/2017,77213
155253,2/1/2017,84779
155253,3/1/2017,77865
155253,4/1/2017,113157
155253,5/1/2017,119831
155253,6/1/2017,114774
155253,7/1/2017,131742
155253,8/1/2017,118535
155253,9/1/2017,122712
155253,10/1/2017,98275
155253,11/1/2017,65814
155253,12/1/2017,49146
155253,1/1/2018,81916
155253,2/1/2018,58546.3
155253,3/1/2018,71286
155253,4/1/2018,81719
155253,5/1/2018,116451.6
155253,6/1/2018,144411
155253,7/1/2018,137613
155253,8/1/2018,128429
155253,9/1/2018,129111
155253,10/1/2018,114395
155253,11/1/2018,84169
155253,12/1/2018,26477
155253,1/1/2019,79889.6
155298,1/1/2014,11177
155298,2/1/2014,5421
155298,3/1/2014,7311
155298,4/1/2014,2937
155298,5/1/2014,11821
155298,6/1/2014,13188.17
155298,7/1/2014,6435
155298,8/1/2014,15118.82
155298,9/1/2014,8159.28
155298,10/1/2014,8431
155298,11/1/2014,3718
155298,12/1/2014,3583
155298,1/1/2015,9211
155298,2/1/2015,3112.75
155298,3/1/2015,4863
155298,4/1/2015,7653
155298,5/1/2015,6661
155298,6/1/2015,11799
155298,7/1/2015,15773
155298,8/1/2015,9116
155298,9/1/2015,8981
155298,10/1/2015,7846
155298,11/1/2015,3113.4
155298,12/1/2015,9492
155298,1/1/2016,2132
155298,2/1/2016,5123
155298,3/1/2016,11137
155298,4/1/2016,11221
155298,5/1/2016,14457
155298,6/1/2016,21131
155298,7/1/2016,11583
155298,8/1/2016,17361
155298,9/1/2016,17319
155298,10/1/2016,8285
155298,11/1/2016,8118
155298,12/1/2016,6115
155298,1/1/2017,12289
155298,2/1/2017,6649.17
155298,3/1/2017,7881
155298,4/1/2017,9947
155298,5/1/2017,12111
155298,6/1/2017,9335
155298,7/1/2017,21952
155298,8/1/2017,4465
155298,9/1/2017,1181
155298,10/1/2017,5734
155298,11/1/2017,3632
155298,12/1/2017,861
155298,1/1/2018,4565
155298,2/1/2018,2115
155298,3/1/2018,291
155298,4/1/2018,1
155298,5/1/2018,1
155298,6/1/2018,1
155298,7/1/2018,1
155298,8/1/2018,1
155298,9/1/2018,1
155298,10/1/2018,1
155298,11/1/2018,1
155298,12/1/2018,1
155298,1/1/2019,1
155406,1/1/2014,1
155406,2/1/2014,1
155406,3/1/2014,1
155406,4/1/2014,1
155406,5/1/2014,1
155406,6/1/2014,1
155406,7/1/2014,1
155406,8/1/2014,1
155406,9/1/2014,1717
155406,10/1/2014,1
155406,11/1/2014,1
155406,12/1/2014,1
155406,1/1/2015,1
155406,2/1/2015,1
155406,3/1/2015,1
155406,4/1/2015,1
155406,5/1/2015,1
155406,6/1/2015,1
155406,7/1/2015,1
155406,8/1/2015,1
155406,9/1/2015,1
155406,10/1/2015,1
155406,11/1/2015,1
155406,12/1/2015,1
155406,1/1/2016,1
155406,2/1/2016,1
155406,3/1/2016,1
155406,4/1/2016,82618
155406,5/1/2016,4141
155406,6/1/2016,82727.4
155406,7/1/2016,89562
155406,8/1/2016,98561
155406,9/1/2016,89614
155406,10/1/2016,47169
155406,11/1/2016,19134
155406,12/1/2016,125871
155406,1/1/2017,99251
155406,2/1/2017,418
155406,3/1/2017,48886.6
155406,4/1/2017,49243
155406,5/1/2017,52558
155406,6/1/2017,12984
155406,7/1/2017,56899
155406,8/1/2017,126527
155406,9/1/2017,39789
155406,10/1/2017,95914
155406,11/1/2017,89154
155406,12/1/2017,43149
155406,1/1/2018,51154
155406,2/1/2018,39561
155406,3/1/2018,14143
155406,4/1/2018,58551
155406,5/1/2018,93868.8
155406,6/1/2018,131199.4
155406,7/1/2018,217959
155406,8/1/2018,76332
155406,9/1/2018,11465
155406,10/1/2018,8884
155406,11/1/2018,52523
155406,12/1/2018,42191
155406,1/1/2019,41161
155495,1/1/2014,22568
155495,2/1/2014,23548
155495,3/1/2014,28171
155495,4/1/2014,131662
155495,5/1/2014,76779.5
155495,6/1/2014,94412
155495,7/1/2014,93513.92
155495,8/1/2014,75828
155495,9/1/2014,49821
155495,10/1/2014,48314.28
155495,11/1/2014,42451
155495,12/1/2014,24168.96
155495,1/1/2015,22876
155495,2/1/2015,26691.2
155495,3/1/2015,52167
155495,4/1/2015,49562
155495,5/1/2015,51282
155495,6/1/2015,62257
155495,7/1/2015,42311
155495,8/1/2015,31614
155495,9/1/2015,36366
155495,10/1/2015,31362
155495,11/1/2015,21177
155495,12/1/2015,11868
155495,1/1/2016,4316
155495,2/1/2016,13293
155495,3/1/2016,17586
155495,4/1/2016,8916
155495,5/1/2016,26138
155495,6/1/2016,38781
155495,7/1/2016,41711
155495,8/1/2016,22915
155495,9/1/2016,13188
155495,10/1/2016,18455
155495,11/1/2016,8698
155495,12/1/2016,7491
155495,1/1/2017,6836
155495,2/1/2017,9937
155495,3/1/2017,14563.75
155495,4/1/2017,11713
155495,5/1/2017,17566
155495,6/1/2017,17553
155495,7/1/2017,23153
155495,8/1/2017,25248
155495,9/1/2017,13758
155495,10/1/2017,7473
155495,11/1/2017,9187
155495,12/1/2017,12356
155495,1/1/2018,12679
155495,2/1/2018,11879
155495,3/1/2018,7896
155495,4/1/2018,11741
155495,5/1/2018,14427
155495,6/1/2018,13716
155495,7/1/2018,12279
155495,8/1/2018,9121
155495,9/1/2018,7111
155495,10/1/2018,7396
155495,11/1/2018,8289
155495,12/1/2018,5633
155495,1/1/2019,5113
155848,1/1/2014,961649
155848,2/1/2014,2929911
155848,3/1/2014,3296775
155848,4/1/2014,4971921
155848,5/1/2014,7588732
155848,6/1/2014,6933693
155848,7/1/2014,5136141
155848,8/1/2014,4185115
155848,9/1/2014,3838525
155848,10/1/2014,2112119
155848,11/1/2014,679228
155848,12/1/2014,271792
155848,1/1/2015,1366949
155848,2/1/2015,2631116
155848,3/1/2015,3961924
155848,4/1/2015,6195931
155848,5/1/2015,5136791
155848,6/1/2015,5676615
155848,7/1/2015,8187711
155848,8/1/2015,4914151
155848,9/1/2015,1314262
155848,10/1/2015,1216182
155848,11/1/2015,538515
155848,12/1/2015,454982
155848,1/1/2016,417897
155848,2/1/2016,1358264
155848,3/1/2016,7315439
155848,4/1/2016,5792799
155848,5/1/2016,5243419
155848,6/1/2016,3792491
155848,7/1/2016,3151721
155848,8/1/2016,2444397
155848,9/1/2016,1911134
155848,10/1/2016,956831
155848,11/1/2016,862989
155848,12/1/2016,2122478
155848,1/1/2017,529645
155848,2/1/2017,2315651
155848,3/1/2017,5221234
155848,4/1/2017,2177351
155848,5/1/2017,3861523
155848,6/1/2017,9166993
155848,7/1/2017,2623336
155848,8/1/2017,922655
155848,9/1/2017,1311331
155848,10/1/2017,1657479
155848,11/1/2017,917497
155848,12/1/2017,861721
155848,1/1/2018,1216979
155848,2/1/2018,5541629
155848,3/1/2018,2183198
155848,4/1/2018,2199135
155848,5/1/2018,3811135
155848,6/1/2018,3688461
155848,7/1/2018,2214174
155848,8/1/2018,1673672
155848,9/1/2018,2449772
155848,10/1/2018,3188424
155848,11/1/2018,2851155
155848,12/1/2018,454761
155848,1/1/2019,1369258
156590,1/1/2014,15184
156590,2/1/2014,12169
156590,3/1/2014,51829
156590,4/1/2014,17983
156590,5/1/2014,47123
156590,6/1/2014,57667
156590,7/1/2014,41191
156590,8/1/2014,43458
156590,9/1/2014,48372
156590,10/1/2014,162935
156590,11/1/2014,123241
156590,12/1/2014,15416
156590,1/1/2015,31366
156590,2/1/2015,5873
156590,3/1/2015,51881
156590,4/1/2015,25583
156590,5/1/2015,41474
156590,6/1/2015,61414
156590,7/1/2015,78716
156590,8/1/2015,63723
156590,9/1/2015,49882
156590,10/1/2015,33149
156590,11/1/2015,112232
156590,12/1/2015,161313
156590,1/1/2016,21529
156590,2/1/2016,16797
156590,3/1/2016,36588
156590,4/1/2016,41115
156590,5/1/2016,69332
156590,6/1/2016,113825
156590,7/1/2016,153967
156590,8/1/2016,113882
156590,9/1/2016,142862
156590,10/1/2016,66941
156590,11/1/2016,77837
156590,12/1/2016,41761
156590,1/1/2017,14634
156590,2/1/2017,29213
156590,3/1/2017,31742
156590,4/1/2017,97461
156590,5/1/2017,61462
156590,6/1/2017,72153
156590,7/1/2017,27715
156590,8/1/2017,164975
156590,9/1/2017,24811
156590,10/1/2017,24689
156590,11/1/2017,11119
156590,12/1/2017,9773
156590,1/1/2018,16832
156590,2/1/2018,191191
156590,3/1/2018,12914
156590,4/1/2018,8423
156590,5/1/2018,37292
156590,6/1/2018,18211
156590,7/1/2018,55964
156590,8/1/2018,36964
156590,9/1/2018,27799
156590,10/1/2018,13632
156590,11/1/2018,6115
156590,12/1/2018,2572
156590,1/1/2019,14252
159871,1/1/2014,8813
159871,2/1/2014,8676
159871,3/1/2014,8293
159871,4/1/2014,18785
159871,5/1/2014,35633
159871,6/1/2014,52565
159871,7/1/2014,25399
159871,8/1/2014,8778
159871,9/1/2014,6446
159871,10/1/2014,31915
159871,11/1/2014,31314
159871,12/1/2014,11871
159871,1/1/2015,13162
159871,2/1/2015,5912
159871,3/1/2015,7294
159871,4/1/2015,11159
159871,5/1/2015,43221.63
159871,6/1/2015,44263
159871,7/1/2015,16362
159871,8/1/2015,21441.9
159871,9/1/2015,26831
159871,10/1/2015,41786.77
159871,11/1/2015,17254
159871,12/1/2015,13386
159871,1/1/2016,12886
159871,2/1/2016,4971
159871,3/1/2016,9687
159871,4/1/2016,11645
159871,5/1/2016,12564
159871,6/1/2016,39226
159871,7/1/2016,21112
159871,8/1/2016,19148
159871,9/1/2016,13967
159871,10/1/2016,5588
159871,11/1/2016,24619.66
159871,12/1/2016,16333
159871,1/1/2017,12111.58
159871,2/1/2017,14294
159871,3/1/2017,24164
159871,4/1/2017,13682
159871,5/1/2017,13523
159871,6/1/2017,34849
159871,7/1/2017,27866
159871,8/1/2017,17586
159871,9/1/2017,18858
159871,10/1/2017,14311
159871,11/1/2017,6798
159871,12/1/2017,14914
159871,1/1/2018,28137
159871,2/1/2018,1
159871,3/1/2018,15717
159871,4/1/2018,12116.15
159871,5/1/2018,29872
159871,6/1/2018,15131
159871,7/1/2018,21982
159871,8/1/2018,2461
159871,9/1/2018,1912
159871,10/1/2018,5597
159871,11/1/2018,12325
159871,12/1/2018,13186
159871,1/1/2019,5716
159936,1/1/2014,71888.19
159936,2/1/2014,86881.74
159936,3/1/2014,111417
159936,4/1/2014,152271
159936,5/1/2014,291798.66
159936,6/1/2014,268416.14
159936,7/1/2014,178263.95
159936,8/1/2014,121542.62
159936,9/1/2014,119722
159936,10/1/2014,62132
159936,11/1/2014,64872
159936,12/1/2014,94131
159936,1/1/2015,261745.91
159936,2/1/2015,51727
159936,3/1/2015,82114
159936,4/1/2015,415735.18
159936,5/1/2015,179514.84
159936,6/1/2015,195171.13
159936,7/1/2015,149961.36
159936,8/1/2015,157371.74
159936,9/1/2015,185716.56
159936,10/1/2015,165191
159936,11/1/2015,88153.56
159936,12/1/2015,115713.5
159936,1/1/2016,88131.2
159936,2/1/2016,145599.24
159936,3/1/2016,151616.12
159936,4/1/2016,241295.54
159936,5/1/2016,256793.66
159936,6/1/2016,331739.62
159936,7/1/2016,271961.84
159936,8/1/2016,297991.7
159936,9/1/2016,223318
159936,10/1/2016,184127.16
159936,11/1/2016,238851.47
159936,12/1/2016,262315.44
159936,1/1/2017,241115.44
159936,2/1/2017,276717.3
159936,3/1/2017,252641.7
159936,4/1/2017,311114.47
159936,5/1/2017,486165.96
159936,6/1/2017,566516.21
159936,7/1/2017,913366.97
159936,8/1/2017,578112.56
159936,9/1/2017,438214.3
159936,10/1/2017,271242.65
159936,11/1/2017,229512.98
159936,12/1/2017,294185.17
159936,1/1/2018,1
159936,2/1/2018,1
159936,3/1/2018,1
159936,4/1/2018,1
159936,5/1/2018,1
159936,6/1/2018,1
159936,7/1/2018,1
159936,8/1/2018,1
159936,9/1/2018,1
159936,10/1/2018,1
159936,11/1/2018,1
159936,12/1/2018,1
159936,1/1/2019,1
160747,1/1/2014,11648
160747,2/1/2014,9914
160747,3/1/2014,15157
160747,4/1/2014,8433
160747,5/1/2014,14521
160747,6/1/2014,19742.6
160747,7/1/2014,21836
160747,8/1/2014,13139
160747,9/1/2014,14664
160747,10/1/2014,7651
160747,11/1/2014,12593
160747,12/1/2014,13672
160747,1/1/2015,5799
160747,2/1/2015,11169
160747,3/1/2015,15195
160747,4/1/2015,13221
160747,5/1/2015,11696
160747,6/1/2015,23695
160747,7/1/2015,36651
160747,8/1/2015,11211
160747,9/1/2015,6711
160747,10/1/2015,7952
160747,11/1/2015,8179
160747,12/1/2015,11156
160747,1/1/2016,7368
160747,2/1/2016,4789
160747,3/1/2016,6212
160747,4/1/2016,12771
160747,5/1/2016,11826
160747,6/1/2016,14512
160747,7/1/2016,16761
160747,8/1/2016,12568
160747,9/1/2016,24418
160747,10/1/2016,14811
160747,11/1/2016,7492
160747,12/1/2016,7619
160747,1/1/2017,4547
160747,2/1/2017,5161
160747,3/1/2017,12384
160747,4/1/2017,2495
160747,5/1/2017,7275
160747,6/1/2017,5252
160747,7/1/2017,3651
160747,8/1/2017,8276
160747,9/1/2017,411
160747,10/1/2017,3942
160747,11/1/2017,7155
160747,12/1/2017,9833
160747,1/1/2018,14882
160747,2/1/2018,11564
160747,3/1/2018,7641
160747,4/1/2018,4539
160747,5/1/2018,11932
160747,6/1/2018,11663
160747,7/1/2018,9911
160747,8/1/2018,16123
160747,9/1/2018,3942
160747,10/1/2018,8985
160747,11/1/2018,9911
160747,12/1/2018,4769
160747,1/1/2019,1419
160852,1/1/2014,2573
160852,2/1/2014,72212
160852,3/1/2014,2511
160852,4/1/2014,17813
160852,5/1/2014,23146
160852,6/1/2014,14558
160852,7/1/2014,8433.48
160852,8/1/2014,34764
160852,9/1/2014,9946
160852,10/1/2014,243
160852,11/1/2014,17111
160852,12/1/2014,44491
160852,1/1/2015,11674
160852,2/1/2015,525
160852,3/1/2015,112187
160852,4/1/2015,11664
160852,5/1/2015,4129.6
160852,6/1/2015,21823
160852,7/1/2015,24976
160852,8/1/2015,5118
160852,9/1/2015,23871
160852,10/1/2015,7428
160852,11/1/2015,37194
160852,12/1/2015,41587
160852,1/1/2016,16161
160852,2/1/2016,31369
160852,3/1/2016,26192
160852,4/1/2016,15635
160852,5/1/2016,16951
160852,6/1/2016,45269
160852,7/1/2016,77165
160852,8/1/2016,26871
160852,9/1/2016,18894
160852,10/1/2016,13397
160852,11/1/2016,44563
160852,12/1/2016,46326
160852,1/1/2017,1
160852,2/1/2017,2741
160852,3/1/2017,9972
160852,4/1/2017,9167
160852,5/1/2017,26399
160852,6/1/2017,35521
160852,7/1/2017,79478
160852,8/1/2017,31111
160852,9/1/2017,77561
160852,10/1/2017,27212
160852,11/1/2017,31321
160852,12/1/2017,81399
160852,1/1/2018,18176.72
160852,2/1/2018,6166
160852,3/1/2018,62449
160852,4/1/2018,37218
160852,5/1/2018,41452
160852,6/1/2018,82811
160852,7/1/2018,126719.52
160852,8/1/2018,196367
160852,9/1/2018,94613
160852,10/1/2018,132432
160852,11/1/2018,61192
160852,12/1/2018,122282
160852,1/1/2019,5875
161811,1/1/2014,12815
161811,2/1/2014,57673
161811,3/1/2014,35414
161811,4/1/2014,111221
161811,5/1/2014,241791.94
161811,6/1/2014,256496.55
161811,7/1/2014,182131.93
161811,8/1/2014,121619.44
161811,9/1/2014,118981.19
161811,10/1/2014,171853.1
161811,11/1/2014,57589.94
161811,12/1/2014,46291.35
161811,1/1/2015,55563.81
161811,2/1/2015,111173.94
161811,3/1/2015,21171.94
161811,4/1/2015,212232.87
161811,5/1/2015,284826.26
161811,6/1/2015,213376.49
161811,7/1/2015,196741.58
161811,8/1/2015,138129.18
161811,9/1/2015,96163.61
161811,10/1/2015,111342.39
161811,11/1/2015,146664.83
161811,12/1/2015,132313.26
161811,1/1/2016,147753
161811,2/1/2016,113973.2
161811,3/1/2016,132439.29
161811,4/1/2016,118161.76
161811,5/1/2016,148981.79
161811,6/1/2016,212116.57
161811,7/1/2016,147455.98
161811,8/1/2016,212921.74
161811,9/1/2016,121893.24
161811,10/1/2016,155766.51
161811,11/1/2016,141115.42
161811,12/1/2016,131551.92
161811,1/1/2017,137178.54
161811,2/1/2017,69781.15
161811,3/1/2017,125951
161811,4/1/2017,141761
161811,5/1/2017,161318
161811,6/1/2017,335262
